F511ID,Rank,stop_id,BookingId,ScheduleType,Categories,BRT,name,stop_lat,stop_lon,span_duration_min,freq_10pctile,lostrips_10pctile,sum_ons,sum_offs,sum_total,Shelter Jurisdiction,City,County,Ward,Person_Minutes,PM_PercentileRANK,pct_peopleofcolor,POC_PercentileRank,pct_below200pctfedpov,POV_PercentileRank,Social Services,POV_PercentileRank,No Service 
56040,1,801650,2108FA,Weekday,,#N/A,E St & Bret Harte Middle School,37.670212,-122.079055,105,105,0.571428571,0,0,0,#N/A,HAYWARD,ALAMEDA,4,0,0.00%,0.734824,44.90%,0.207668,48.80%,2,91.60%,#REF!
51291,2,1006040,2108FA,Weekday,,#N/A,Broadway Ter & Country Club Dr,37.839613,-122.242146,71,71,0.845070423,0,0,0,#N/A,OAKLAND,ALAMEDA,2,0,0.00%,0.464924,16.10%,0.134175,32.30%,0,0.00%,#REF!
57882,3,1006080,2108FA,Weekday,,#N/A,Broadway Ter & Hermosa Av,37.842702,-122.231888,71,71,0.845070423,0,0,0,#N/A,OAKLAND,ALAMEDA,2,0,0.00%,0.274364,5.40%,0.065451,12.10%,0,0.00%,#REF!
51259,4,1005940,2108FA,Weekday,,#N/A,6133 Broadway Ter,37.842566,-122.233173,71,71,0.845070423,0,0,0,#N/A,OAKLAND,ALAMEDA,2,0,0.00%,0.274364,5.40%,0.065451,12.10%,0,0.00%,#REF!
54431,5,1005970,2108FA,Weekday,,#N/A,Broadway Ter & Arts Jr High School/Far West High,37.837271,-122.248943,71,71,0.845070423,0,0,0,#N/A,OAKLAND,ALAMEDA,2,0,0.00%,0.464924,16.10%,0.134175,32.30%,1,72.50%,#REF!
53910,6,1006000,2108FA,Weekday,,#N/A,Broadway Ter & Carlton St,37.838249,-122.246447,71,71,0.845070423,0,0,0,#N/A,OAKLAND,ALAMEDA,2,0,0.00%,0.464924,16.10%,0.134175,32.30%,0,0.00%,#REF!
54799,7,1016710,2108FA,Weekday,,#N/A,Moraga Av & Montclair Recreation Center,37.8291,-122.213158,71,71,0.845070423,0,0,0,#N/A,OAKLAND,ALAMEDA,2,0,0.00%,0.166854,0.70%,0.055618,9.70%,0,0.00%,#REF!
58920,8,800480,2108FA,Weekday,,#N/A,B St & 5th St,37.678649,-122.07402,960,63,0.952380952,0,0,0,#N/A,HAYWARD,ALAMEDA,4,0,0.00%,0.707925,41.60%,0.129834,31.40%,0,0.00%,#REF!
59829,9,9803130,2108FA,Weekday,,#N/A,Stanton Av & Stanton Heights Ct,37.70324,-122.097286,962,62.5,0.96,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.494665,19.00%,0.17457,42.30%,0,0.00%,#REF!
50388,10,1011590,2108FA,Weekday,,#N/A,Golf Links Rd & Elysian Fields Dr,37.757476,-122.140814,740,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.77574,53.50%,0.112749,28.00%,0,0.00%,#REF!
57680,11,1014150,2108FA,Weekday,,#N/A,Lincoln Av & Maiden Ln,37.810097,-122.198497,787,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.272514,5.20%,0.054033,8.80%,1,72.50%,#REF!
57645,12,1014060,2108FA,Weekday,,#N/A,4500 Lincoln Av,37.809398,-122.202506,785,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,2,0,0.00%,0.270793,5.00%,0.05029,7.80%,2,91.60%,#REF!
56939,13,1013300,2108FA,Weekday,,#N/A,Joaquin Miller Rd & Crockett Pl,37.808185,-122.180842,786,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.28169,5.80%,0.048513,6.50%,0,0.00%,#REF!
59661,14,1013330,2108FA,Weekday,,#N/A,Joaquin Miller Rd & Mountain Blvd,37.81084,-122.196536,787,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.50655,20.00%,0.083333,18.70%,0,0.00%,#REF!
56953,15,1013340,2108FA,Weekday,,#N/A,Joaquin Miller Rd & Robinson Dr,37.809511,-122.183543,787,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.28169,5.80%,0.048513,6.50%,0,0.00%,#REF!
56962,16,1013360,2108FA,Weekday,,#N/A,Joaquin Miller Rd & Sanborn Dr (East Jctn),37.809637,-122.183012,785,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,2,0,0.00%,0.192822,1.60%,0.00563,0.20%,0,0.00%,#REF!
56961,17,1013350,2108FA,Weekday,,#N/A,Joaquin Miller Rd & Sanborn Dr (West Jctn),37.810518,-122.193042,785,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,2,0,0.00%,0.192822,1.60%,0.00563,0.20%,0,0.00%,#REF!
56560,18,1019550,2108FA,Weekday,,#N/A,Skyline Blvd & Redwood Rd,37.798672,-122.170114,786,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.193727,1.80%,0.094096,22.10%,0,0.00%,#REF!
56292,19,1011650,2108FA,Weekday,,#N/A,Golf Links Rd & Scotia Av,37.754103,-122.127362,800,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.776695,53.80%,0.096145,23.60%,0,0.00%,#REF!
56263,20,1011550,2108FA,Weekday,,#N/A,Golf Links Rd & Anza Av,37.754762,-122.147413,740,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.799175,58.60%,0.103064,25.70%,0,0.00%,#REF!
58457,21,1014080,2108FA,Weekday,,#N/A,Lincoln Av & Greek Church,37.810321,-122.200501,787,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.272514,5.20%,0.054033,8.80%,2,91.60%,#REF!
56935,22,1013280,2108FA,Weekday,,#N/A,Joaquin Miller Rd & Crane Way (West Jctn),37.809583,-122.189592,787,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.28169,5.80%,0.048513,6.50%,0,0.00%,#REF!
53341,23,1014160,2108FA,Weekday,,#N/A,Lincoln Av & Monterey Blvd,37.810284,-122.198354,785,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,2,0,0.00%,0.270793,5.00%,0.05029,7.80%,1,72.50%,#REF!
58490,24,1019590,2108FA,Weekday,,#N/A,Skyline Blvd & Stantonville Dr,37.801469,-122.174971,785,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.50655,20.00%,0.083333,18.70%,0,0.00%,#REF!
56929,25,1013270,2108FA,Weekday,,#N/A,Joaquin Miller Rd & Butters Dr,37.809726,-122.191814,787,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.28169,5.80%,0.048513,6.50%,0,0.00%,#REF!
58398,26,1019480,2108FA,Weekday,,#N/A,Skyline Blvd & Crestmont Dr,37.803024,-122.177355,786,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.50655,20.00%,0.083333,18.70%,0,0.00%,#REF!
58298,27,1019470,2108FA,Weekday,,#N/A,Skyline Blvd & Crestmont Dr,37.803191,-122.177109,786,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.50655,20.00%,0.083333,18.70%,0,0.00%,#REF!
58459,28,1019560,2108FA,Weekday,,#N/A,Skyline Blvd & Rishell Rd,37.799551,-122.17215,786,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.50655,20.00%,0.083333,18.70%,0,0.00%,#REF!
56963,29,1013370,2108FA,Weekday,,#N/A,Joaquin Miller Rd & Skyline Blvd,37.805074,-122.179479,787,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.28169,5.80%,0.048513,6.50%,0,0.00%,#REF!
56951,30,1013310,2108FA,Weekday,,#N/A,Joaquin Miller Rd & Crockett Pl,37.808625,-122.180888,786,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,2,0,0.00%,0.192822,1.60%,0.00563,0.20%,0,0.00%,#REF!
56936,31,1013290,2108FA,Weekday,,#N/A,Joaquin Miller Rd & Crane Way,37.809805,-122.18963,785,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,2,0,0.00%,0.192822,1.60%,0.00563,0.20%,0,0.00%,#REF!
56952,32,1013320,2108FA,Weekday,,#N/A,Joaquin Miller Rd & Hedge Ln,37.810671,-122.194825,786,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.50655,20.00%,0.083333,18.70%,0,0.00%,#REF!
57076,33,1013380,2108FA,Weekday,,#N/A,Joaquin Miller Rd & Skyline Blvd,37.80544,-122.179298,785,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,2,0,0.00%,0.192822,1.60%,0.00563,0.20%,0,0.00%,#REF!
58470,34,1014090,2108FA,Weekday,,#N/A,Lincoln Av & Greek Church,37.810484,-122.200691,785,62,0.967741935,0,0,0,#N/A,OAKLAND,ALAMEDA,2,0,0.00%,0.270793,5.00%,0.05029,7.80%,2,91.60%,#REF!
54717,35,9801920,2108FA,Weekday,,#N/A,Lake Chabot Rd & Castro Valley Blvd,37.694703,-122.086651,962,62,0.967741935,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.638396,33.30%,0.378896,73.80%,1,72.50%,#REF!
58687,36,1014110,2108FA,Weekday,,#N/A,Lincoln Av & Head Royce School,37.808199,-122.204357,788,61.7,0.972447326,0,0,0,#N/A,OAKLAND,ALAMEDA,3,0,0.00%,0.272514,5.20%,0.054033,8.80%,3,96.50%,#REF!
59040,37,102250,2108FA,Weekday,,#N/A,Mecartney Rd & Sharon Rd,37.738027,-122.254562,771,61.6,0.974025974,0,0,0,#N/A,ALAMEDA,ALAMEDA,3,0,0.00%,0.611229,29.50%,0.017865,2.50%,0,0.00%,#REF!
57517,38,102240,2108FA,Weekday,,#N/A,Mecartney Rd & Sharon Rd,37.737884,-122.254372,771,61.6,0.974025974,0,0,0,#N/A,ALAMEDA,ALAMEDA,3,0,0.00%,0.67517,36.60%,0.060374,10.90%,0,0.00%,#REF!
54737,39,9801970,2108FA,Weekday,,#N/A,Madison Av & James Av,37.705718,-122.064547,960,61.5,0.975609756,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.325023,8.40%,0.039347,4.70%,0,0.00%,#REF!
57741,40,9802640,2108FA,Weekday,,#N/A,Redwood Rd & Lorena Av,37.699688,-122.074098,962,61.5,0.975609756,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.483603,18.50%,0.195301,46.60%,0,0.00%,#REF!
54160,41,9802520,2108FA,Weekday,,#N/A,Paseo Grande & Via Cordoba,37.683297,-122.120215,966,61.5,0.975609756,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.634336,32.80%,0.222114,50.60%,0,0.00%,#REF!
52108,42,9801080,2108FA,Weekday,,#N/A,Elgin St & Linnea Av,37.695379,-122.123543,966,61.5,0.975609756,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.896677,76.20%,0.142467,33.90%,0,0.00%,#REF!
56741,43,9802820,2108FA,Weekday,,#N/A,Seven Hills Rd & Brickell Way,37.708765,-122.068817,960,61.5,0.975609756,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.325023,8.40%,0.039347,4.70%,1,72.50%,#REF!
56714,44,9802650,2108FA,Weekday,,#N/A,Redwood Rd & Modesto St,37.698403,-122.073839,960,61,0.983606557,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.435474,14.90%,0.069677,13.20%,0,0.00%,#REF!
58189,45,302830,2108FA,Weekday,,#N/A,Grizzly Peak Blvd & Arcade Av,37.88691,-122.251084,663,61,0.983606557,0,0,0,#N/A,BERKELEY,ALAMEDA,1,0,0.00%,0.287037,6.40%,0.070588,13.30%,0,0.00%,#REF!
54526,46,9804190,2108FA,Weekday,,#N/A,Madison Av & James Av,37.705773,-122.064425,962,61,0.983606557,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.29653,6.80%,0.054679,9.40%,0,0.00%,#REF!
59869,47,9804200,2108FA,Weekday,,#N/A,Madison Av & Vannoy Av,37.707355,-122.064169,961,61,0.983606557,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.29653,6.80%,0.054679,9.40%,0,0.00%,#REF!
51020,48,804730,2108FA,Weekday,,#N/A,Sycamore Av & Silva Av,37.661485,-122.080473,960,61,0.983606557,0,0,0,#N/A,HAYWARD,ALAMEDA,4,0,0.00%,0.86675,71.10%,0.195496,47.10%,0,0.00%,#REF!
59450,49,801840,2108FA,Weekday,,#N/A,Foothill Blvd & City Center Dr (South Jctn),37.676896,-122.083225,960,60.5,0.991735537,0,0,0,#N/A,HAYWARD,ALAMEDA,4,0,0.00%,0.759494,50.10%,0.351833,69.80%,1,72.50%,#REF!
53154,50,9804660,2108FA,Weekday,,#N/A,Bockman Rd & Via Toyon,37.671092,-122.144037,962,60.5,0.991735537,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.73565,45.50%,0.143233,34.40%,0,0.00%,#REF!
54569,51,9802200,2108FA,Weekday,,#N/A,Miramar Av & Stanton Av,37.7035,-122.098281,960,60.5,0.991735537,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.494665,19.00%,0.17457,42.30%,0,0.00%,#REF!
50840,52,9804650,2108FA,Weekday,,#N/A,Bockman Rd & Via Sonora,37.670573,-122.140744,962,60.5,0.991735537,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.73565,45.50%,0.143233,34.40%,0,0.00%,#REF!
53218,53,9801570,2108FA,Weekday,,#N/A,Grove Way & Tanglewood Dr,37.68451,-122.082404,960,60.5,0.991735537,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.426285,14.40%,0.056024,10.10%,2,91.60%,#REF!
50985,54,9800330,2108FA,Weekday,,#N/A,Bockman Rd & Via Redondo,37.670897,-122.143595,960,60.5,0.991735537,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.760281,51.00%,0.215909,50.00%,0,0.00%,#REF!
59140,55,1300910,2108FA,Weekday,,#N/A,Carlson Blvd & Placer St,37.909198,-122.313165,839,60,1,0,0,0,#N/A,RICHMOND,CONTRA COSTA,1,0,0.00%,0.407319,13.00%,0.180338,43.90%,0,0.00%,#REF!
56199,56,1600770,2108FA,Weekday,,#N/A,Rumrill Blvd & Folsom Av,37.961781,-122.356103,1249,60,1,0,0,0,#N/A,SAN PABLO,CONTRA COSTA,1,0,0.00%,0.955334,91.70%,0.347872,69.20%,0,0.00%,#REF!
59098,57,1300840,2108FA,Weekday,,#N/A,Carlson Blvd & Columbia Av,37.905277,-122.306732,838,60,1,0,0,0,#N/A,RICHMOND,CONTRA COSTA,1,0,0.00%,0.623461,31.60%,0.331173,67.10%,0,0.00%,#REF!
53105,58,9901270,2108FA,Weekday,,#N/A,San Pablo Dam Rd & Oak Creek Rd,37.95471,-122.275654,720,60,1,0,0,0,#N/A,COUNTY-CONTRA COSTA,CONTRA COSTA,1,0,0.00%,0.43106,14.50%,0.065312,11.90%,0,0.00%,#REF!
55193,59,901180,2108FA,Weekday,,#N/A,Newark Blvd & Central Av,37.532802,-122.023606,720,60,1,0,0,0,#N/A,NEWARK,ALAMEDA,5,0,0.00%,0.815645,60.60%,0.120085,30.20%,0,0.00%,#REF!
58230,60,800470,2108FA,Weekday,,#N/A,B St & 5th St,37.678469,-122.07415,961,60,1,0,0,0,#N/A,HAYWARD,ALAMEDA,4,0,0.00%,0.707925,41.60%,0.129834,31.40%,0,0.00%,#REF!
53887,61,900160,2108FA,Weekday,,#N/A,Cedar Blvd & Forbes Dr,37.539331,-122.021378,720,60,1,0,0,0,#N/A,NEWARK,ALAMEDA,5,0,0.00%,0.715291,42.70%,0.012796,1.10%,0,0.00%,#REF!
57390,62,704050,2108FA,Weekday,,#N/A,Niles Blvd & E St,37.578153,-121.984039,720,60,1,0,0,0,#N/A,FREMONT,ALAMEDA,5,0,0.00%,0.527172,21.60%,0.101765,25.10%,0,0.00%,#REF!
54260,63,9802680,2108FA,Weekday,,#N/A,Redwood Rd & Vegas Av,37.689406,-122.073477,957,60,1,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.632011,32.60%,0.110123,27.50%,0,0.00%,#REF!
51070,64,804010,2108FA,Weekday,,#N/A,Ruus Rd & Thiel Rd,37.624347,-122.065532,960,60,1,0,0,0,#N/A,HAYWARD,ALAMEDA,4,0,0.00%,0.753614,48.00%,0.15022,35.90%,0,0.00%,#REF!
50740,65,9801490,2108FA,Weekday,,#N/A,Grove Way & Gail Dr,37.685926,-122.0867,960,60,1,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.426285,14.40%,0.056024,10.10%,0,0.00%,#REF!
55069,66,900300,2108FA,Weekday,,#N/A,Cedar Blvd & Port Sailwood Dr,37.54512,-122.029026,720,60,1,0,0,0,#N/A,NEWARK,ALAMEDA,5,0,0.00%,0.539461,24.10%,0.046444,6.10%,0,0.00%,#REF!
59420,67,1301080,2108FA,Weekday,,#N/A,Carlson Blvd & Tehama Av,37.91028,-122.315824,838,60,1,0,0,0,#N/A,RICHMOND,CONTRA COSTA,1,0,0.00%,0.623461,31.60%,0.331173,67.10%,0,0.00%,#REF!
55092,68,900690,2108FA,Weekday,,#N/A,Cherry St & Robertson Av,37.526872,-122.022353,720,60,1,0,0,0,#N/A,NEWARK,ALAMEDA,5,0,0.00%,0.536475,23.20%,0.091533,21.70%,0,0.00%,#REF!
57325,69,1700290,2108FA,Weekday,,#N/A,Alvarado-Niles Rd & Osprey Dr,37.584477,-122.012335,721,60,1,0,0,0,#N/A,UNION CITY,ALAMEDA,9,0,0.00%,0.83744,63.90%,0.053243,8.70%,0,0.00%,#REF!
58735,70,1501770,2108FA,Weekday,,#N/A,Farallon Dr & Griffith St,37.693201,-122.167555,960,60,1,0,0,0,#N/A,SAN LEANDRO,ALAMEDA,4,0,0.00%,0.858766,69.40%,0.035714,4.10%,0,0.00%,#REF!
50552,71,900320,2108FA,Weekday,,#N/A,Cedar Blvd & S Magazine (Newpark Mall),37.522416,-122.002168,720,60,1,0,0,0,#N/A,NEWARK,ALAMEDA,5,0,0.00%,0.818,60.80%,0.028,3.20%,0,0.00%,#REF!
55364,72,302950,2108FA,Weekday,,#N/A,Grizzly Peak Blvd & Keeler Av,37.899359,-122.265173,662,60,1,0,0,0,#N/A,BERKELEY,ALAMEDA,1,0,0.00%,0.264031,4.60%,0.080357,17.60%,0,0.00%,#REF!
52195,73,9901190,2108FA,Weekday,,#N/A,San Pablo Dam Rd & Greenridge Dr,37.963757,-122.295339,719,60,1,0,0,0,#N/A,COUNTY-CONTRA COSTA,CONTRA COSTA,1,0,0.00%,0.681199,38.50%,0.08901,20.40%,0,0.00%,#REF!
55023,74,901710,2108FA,Weekday,,#N/A,Cedar Blvd & San Antonio Way,37.540916,-122.023709,720,60,1,0,0,0,#N/A,NEWARK,ALAMEDA,5,0,0.00%,0.757426,49.80%,0.259076,58.80%,0,0.00%,#REF!
52124,75,9801540,2108FA,Weekday,,#N/A,Grove Way & Orange Av,37.68422,-122.079713,957,60,1,0,0,0,#N/A,COUNTY-ALAMEDA,ALAMEDA,4,0,0.00%,0.739554,46.20%,0.233547,52.90%,2,91.60%,#REF!
54080,76,900660,2108FA,Weekday,,#N/A,Cherry St & Moores Av,37.523424,-122.015135,720,60,1,0,0,0,#N/A,NEWARK,ALAMEDA,5,0,0.00%,0.536475,23.20%,0.091533,21.70%,0,0.00%,#REF!
52945,77,802910,2108FA,Weekday,,#N/A,Industrial Pkwy & Ruus Rd,37.618205,-122.062674,960,60,1,0,0,0,#N/A,HAYWARD,ALAMEDA,4,0,0.00%,0.753614,48.00%,0.15022,35.90%,0,0.00%,#REF!
52590,78,1503480,2108FA,Weekday,,#N/A,Wicks Blvd & Liberty Way (Opp. Stenzel Park),37.685852,-122.160634,960,60,1,0,0,0,#N/A,SAN LEANDRO,ALAMEDA,4,0,0.00%,0.882648,73.40%,0.065196,11.80%,0,0.00%,#REF!
59511,79,900170,2108FA,Weekday,,#N/A,Cedar Blvd & Joaquin Murieta Av,37.520773,-121.996252,720,60,1,0,0,0,#N/A,NEWARK,ALAMEDA,5,0,0.00%,0.818,60.80%,0.028,3.20%,0,0.00%,#REF!
52344,80,900190,2108FA,Weekday,,#N/A,Cedar Blvd & Lake Blvd,37.550382,-122.037006,720,60,1,0,0,0,Newark,NEWARK,ALAMEDA,5,0,0.00%,0.551326,24.60%,0.225017,51.40%,0,0.00%,#REF!
57860,81,704040,2108FA,Weekday,,#N/A,Niles Blvd & E St,37.578048,-121.984157,721,60,1,0,0,0,#N/A,FREMONT,ALAMEDA,5,0,0.00%,0.57907,26.60%,0.08062,17.60%,0,0.00%,#REF!
54077,82,901200,2108FA,Weekday,,#N/A,Newark Blvd & Civic Terrace Av,37.536163,-122.028949,720,60,1,0,0,0,Newark,NEWARK,ALAMEDA,5,0,0.00%,0.715291,42.70%,0.012796,1.10%,0,0.00%,#REF!
59349,83,1301060,2108FA,Weekday,,#N/A,Carlson Blvd & Sutter Av,37.908913,-122.309363,838,60,1,0,0,0,#N/A,RICHMOND,CONTRA COSTA,1,0,0.00%,0.623461,31.60%,0.331173,67.10%,0,0.00%,#REF!
52224,84,900030,2108FA,Weekday,,#N/A,Cedar Blvd & Balentine Dr (Newark Memorial High),37.522269,-121.999628,720,60,1,0,0,0,Newark,NEWARK,ALAMEDA,5,0,0.00%,0.818,60.80%,0.028,3.20%,0,0.00%,#REF!
50698,85,1504500,2108FA,Weekday,,#N/A,Wicks Blvd & Farallon Dr,37.692665,-122.163303,960,60,1,0,0,0,#N/A,SAN LEANDRO,ALAMEDA,4,0,0.00%,0.858766,69.40%,0.035714,4.10%,0,0.00%,#REF!
52659,86,9901240,2108FA,Weekday,,#N/A,San Pablo Dam Rd & Lois Ln,37.957018,-122.278618,720,60,1,0,0,0,#N/A,COUNTY-CONTRA COSTA,CONTRA COSTA,1,0,0.00%,0.43106,14.50%,0.065312,11.90%,0,0.00%,#REF!
53151,87,705600,2108FA,Weekday,,#N/A,Stevenson Blvd & Blacow Rd,37.527843,-121.983636,720,60,1,0,0,0,#N/A,FREMONT,ALAMEDA,5,0,0.00%,0.691396,40.00%,0.100949,24.90%,0,0.00%,#REF!
58725,88,1501760,2108FA,Weekday,,#N/A,2014 Farallon Dr (North Face Complex),37.692781,-122.16589,960,60,1,0,0,0,#N/A,SAN LEANDRO,ALAMEDA,4,0,0.00%,0.858766,69.40%,0.035714,4.10%,0,0.00%,#REF!
59754,89,1502610,2108FA,Weekday,,#N/A,Merced St & Railroad Crossing (Near W Ave. 140th),37.702116,-122.166687,960,60,1,0,0,0,#N/A,SAN LEANDRO,ALAMEDA,4,0,0.00%,0.858766,69.40%,0.035714,4.10%,1,72.50%,#REF!
56290,90,801850,2108FA,Weekday,,#N/A,Foothill Blvd & City Center Dr (South Jctn),37.677112,-122.082964,958,60,1,0,0,0,#N/A,HAYWARD,ALAMEDA,4,0,0.00%,0.739554,46.20%,0.233547,52.90%,1,72.50%,#REF!
52191,91,9901130,2108FA,Weekday,,#N/A,San Pablo Dam Rd & Bristlecone Dr,37.955882,-122.277145,720,60,1,0,0,0,#N/A,COUNTY-CONTRA COSTA,CONTRA COSTA,1,0,0.00%,0.43106,14.50%,0.065312,11.90%,0,0.00%,#REF!
53112,92,900040,2108FA,Weekday,,#N/A,Cedar Blvd & Balentine Dr,37.522016,-121.999859,720,60,1,0,0,0,#N/A,NEWARK,ALAMEDA,5,0,0.00%,0.883557,73.60%,0.076775,15.70%,0,0.00%,#REF!
50349,93,707520,2108FA,Weekday,,#N/A,46401 Landing Pkwy,37.486835,-121.941587,838,60,1,0,0,0,#N/A,FREMONT,ALAMEDA,5,0,0.00%,0.941355,86.60%,0.077733,16.00%,0,0.00%,#REF!
56436,94,9901430,2108FA,Weekday,,#N/A,Valley View Rd & D Avilla Way,37.963103,-122.281713,720,60,1,0,0,0,#N/A,COUNTY-CONTRA COSTA,CONTRA COSTA,1,0,0.00%,0.681199,38.50%,0.08901,20.40%,0,0.00%,#REF!
55173,95,704350,2108FA,Weekday,,#N/A,Osgood Rd & Osgood Ct,37.516031,-121.943761,839,60,1,0,0,0,#N/A,FREMONT,ALAMEDA,5,0,0.00%,0.680266,38.00%,0.10741,26.30%,0,0.00%,#REF!
55347,96,900290,2108FA,Weekday,,#N/A,Cedar Blvd & Newark Blvd,37.548523,-122.043827,720,60,1,0,0,0,Newark,NEWARK,ALAMEDA,5,0,0.00%,0.551326,24.60%,0.225017,51.40%,1,72.50%,#REF!
53301,97,900330,2108FA,Weekday,,#N/A,Cedar Blvd & S Magazine,37.522119,-122.001849,720,60,1,0,0,0,#N/A,NEWARK,ALAMEDA,5,0,0.00%,0.883557,73.60%,0.076775,15.70%,0,0.00%,#REF!
57360,98,703960,2108FA,Weekday,,#N/A,Mowry Av & Parkside Dr,37.558869,-121.980231,721,60,1,0,0,0,#N/A,FREMONT,ALAMEDA,5,0,0.00%,0.623804,31.80%,0.24225,55.60%,1,72.50%,#REF!
56070,99,704430,2108FA,Weekday,,#N/A,Paseo Padre Pkwy & Blackstone Way,37.572937,-122.042947,720,60,1,0,0,0,#N/A,FREMONT,ALAMEDA,5,0,0.00%,0.852912,68.20%,0.237907,54.00%,0,0.00%,#REF!
58797,100,1300830,2108FA,Weekday,,#N/A,Carlson Blvd & Columbia Av,37.905354,-122.30707,839,60,1,0,0,0,#N/A,RICHMOND,CONTRA COSTA,1,0,0.00%,0.407319,13.00%,0.180338,43.90%,0,0.00%,#REF!
58838,101,9901450,2108FA,Weekday,,#N/A,Valley View Rd & Valley View Ct,37.967148,-122.284287,720,60,1,0,0,0,#N/A,COUNTY-CONTRA COSTA,CONTRA COSTA,1,0,0.00%,0.681199,38.50%,0.08901,20.40%,0,0.00%,#REF!
58044,102,703950,2108FA,Weekday,,#N/A,Mowry Av & Parkside Dr (Washington Hosp.Emer.Ent.),37.558743,-121.979862,720,60,1,0,0,0,#N/A,FREMONT,ALAMEDA,5,0,0.00%,0.923729,82.00%,0.044256,5.40%,1,72.50%,#REF!
56707,103,100110,2108FA,Weekday,,#N/A,1105 Atlantic Av,37.780272,-122.264015,960,60,1,0,0,0,#N/A,ALAMEDA,ALAMEDA,3,0,0.00%,0.735389,45.20%,0.098266,24.00%,0,0.00%,#REF!
57501,104,302270,2108FA,Weekday,,#N/A,1151 Euclid Av,37.887576,-122.261317,661,60,1,0,0,0,#N/A,BERKELEY,ALAMEDA,1,0,0.00%,0.204117,1.90%,0.013722,1.50%,0,0.00%,#REF!
50940,105,9901150,2108FA,Weekday,,#N/A,San Pablo Dam Rd & Clark Rd,37.966175,-122.300728,719,60,1,0,0,0,#N/A,COUNTY-CONTRA COSTA,CONTRA COSTA,1,0,0.00%,0.653988,34.20%,0.230061,52.20%,0,0.00%,#REF!
57162,106,702250,2108FA,Weekday,,#N/A,Fremont Blvd & Cushing Pkwy,37.490106,-121.948526,839,60,1,0,0,0,#N/A,FREMONT,ALAMEDA,5,0,0.00%,0.941355,86.60%,0.077733,16.00%,0,0.00%,#REF!
